set,index,k,QQ,xB,t,phi,F,errF,varF,ReH,ReE,ReHt,ReEt,ImH,ImE,ImHt,ImEt,dvcs,F_true
160,13,5.75,2.97,0.365,-0.34,202.59,0.00862641,0.00527177,0.61112,-2.43882,1.81615,0.890842,68.3893,2.42159,0,1.28751,0,0.00473495,0.0176826
160,14,5.75,2.97,0.365,-0.34,217.65,0.0151662,0.00433009,0.28551,-2.43882,1.81615,0.890842,68.3893,2.42159,0,1.28751,0,0.00473495,0.0187858
160,15,5.75,2.97,0.365,-0.34,232.7,0.0341235,0.0118033,0.3459,-2.43882,1.81615,0.890842,68.3893,2.42159,0,1.28751,0,0.00473495,0.0206125
160,16,5.75,2.97,0.365,-0.34,247.76,0.0313736,0.00826726,0.26351,-2.43882,1.81615,0.890842,68.3893,2.42159,0,1.28751,0,0.00473495,0.023414
160,17,5.75,2.97,0.365,-0.34,262.81,0.0253946,0.00736292,0.28994,-2.43882,1.81615,0.890842,68.3893,2.42159,0,1.28751,0,0.00473495,0.0275967
160,18,5.75,2.97,0.365,-0.34,277.86,0.0412899,0.00824683,0.19973,-2.43882,1.81615,0.890842,68.3893,2.42159,0,1.28751,0,0.00473495,0.0338178
160,19,5.75,2.97,0.365,-0.34,292.9,0.0566208,0.0111679,0.19724,-2.43882,1.81615,0.890842,68.3893,2.42159,0,1.28751,0,0.00473495,0.0430758
160,20,5.75,2.97,0.365,-0.34,307.93,0.0464472,0.00654394,0.14089,-2.43882,1.81615,0.890842,68.3893,2.42159,0,1.28751,0,0.00473495,0.0567242
160,21,5.75,2.97,0.365,-0.34,322.78,0.0591061,0.0106137,0.17957,-2.43882,1.81615,0.890842,68.3893,2.42159,0,1.28751,0,0.00473495,0.0756264
160,22,5.75,2.97,0.365,-0.34,337.51,0.0980697,0.0114398,0.11665,-2.43882,1.81615,0.890842,68.3893,2.42159,0,1.28751,0,0.00473495,0.098161
160,23,5.75,2.97,0.365,-0.34,352.52,0.106283,0.0101819,0.0958,-2.43882,1.81615,0.890842,68.3893,2.42159,0,1.28751,0,0.00473495,0.116222
161,0,5.75,2.97,0.365,-0.45,7.76,0.124363,0.0131613,0.10583,-2.3407,1.61191,0.664593,51.6716,2.03023,0,1.16668,0,0.00390599,0.120569
161,1,5.75,2.97,0.365,-0.45,22.66,0.0819664,0.00949417,0.11583,-2.3407,1.61191,0.664593,51.6716,2.03023,0,1.16668,0,0.00390599,0.087899
161,2,5.75,2.97,0.365,-0.45,37.33,0.0529949,0.00814055,0.15361,-2.3407,1.61191,0.664593,51.6716,2.03023,0,1.16668,0,0.00390599,0.0581473
161,3,5.75,2.97,0.365,-0.45,51.94,0.0384196,0.00595504,0.155,-2.3407,1.61191,0.664593,51.6716,2.03023,0,1.16668,0,0.00390599,0.0394031
161,4,5.75,2.97,0.365,-0.45,67.01,0.0256066,0.00366148,0.14299,-2.3407,1.61191,0.664593,51.6716,2.03023,0,1.16668,0,0.00390599,0.0280261
161,5,5.75,2.97,0.365,-0.45,82.08,0.0273798,0.00723402,0.26421,-2.3407,1.61191,0.664593,51.6716,2.03023,0,1.16668,0,0.00390599,0.0212662
161,6,5.75,2.97,0.365,-0.45,97.15,0.0227689,0.00520451,0.22858,-2.3407,1.61191,0.664593,51.6716,2.03023,0,1.16668,0,0.00390599,0.0171057
161,7,5.75,2.97,0.365,-0.45,112.22,0.0130691,0.00299911,0.22948,-2.3407,1.61191,0.664593,51.6716,2.03023,0,1.16668,0,0.00390599,0.0144682
161,8,5.75,2.97,0.365,-0.45,127.28,0.00804744,0.00224998,0.27959,-2.3407,1.61191,0.664593,51.6716,2.03023,0,1.16668,0,0.00390599,0.0127731
161,9,5.75,2.97,0.365,-0.45,157.42,0.0148165,0.00602378,0.40656,-2.3407,1.61191,0.664593,51.6716,2.03023,0,1.16668,0,0.00390599,0.0110571
161,10,5.75,2.97,0.365,-0.45,172.49,0.0129303,0.00966682,0.74761,-2.3407,1.61191,0.664593,51.6716,2.03023,0,1.16668,0,0.00390599,0.0107594
161,11,5.75,2.97,0.365,-0.45,187.51,2.53402e-05,1.51098e-05,0.59628,-2.3407,1.61191,0.664593,51.6716,2.03023,0,1.16668,0,0.00390599,0.0107594
161,12,5.75,2.97,0.365,-0.45,202.58,0.0149792,0.0059824,0.39938,-2.3407,1.61191,0.664593,51.6716,2.03023,0,1.16668,0,0.00390599,0.0110571
161,13,5.75,2.97,0.365,-0.45,217.67,0.0210782,0.00875482,0.41535,-2.3407,1.61191,0.664593,51.6716,2.03023,0,1.16668,0,0.00390599,0.0116969
161,14,5.75,2.97,0.365,-0.45,232.72,0.0189177,0.00626006,0.33091,-2.3407,1.61191,0.664593,51.6716,2.03023,0,1.16668,0,0.00390599,0.0127731
161,15,5.75,2.97,0.365,-0.45,247.78,0.0189035,0.00603494,0.31925,-2.3407,1.61191,0.664593,51.6716,2.03023,0,1.16668,0,0.00390599,0.0144682
161,16,5.75,2.97,0.365,-0.45,262.85,0.0215974,0.00510432,0.23634,-2.3407,1.61191,0.664593,51.6716,2.03023,0,1.16668,0,0.00390599,0.0171057
161,17,5.75,2.97,0.365,-0.45,277.92,0.0259573,0.00519223,0.20003,-2.3407,1.61191,0.664593,51.6716,2.03023,0,1.16668,0,0.00390599,0.0212662
161,18,5.75,2.97,0.365,-0.45,292.99,0.0363455,0.00772124,0.21244,-2.3407,1.61191,0.664593,51.6716,2.03023,0,1.16668,0,0.00390599,0.0280261
161,19,5.75,2.97,0.365,-0.45,308.06,0.0394774,0.00753781,0.19094,-2.3407,1.61191,0.664593,51.6716,2.03023,0,1.16668,0,0.00390599,0.0394031
161,20,5.75,2.97,0.365,-0.45,322.67,0.0523592,0.00615273,0.11751,-2.3407,1.61191,0.664593,51.6716,2.03023,0,1.16668,0,0.00390599,0.0581473
161,21,5.75,2.97,0.365,-0.45,337.34,0.093002,0.00813024,0.08742,-2.3407,1.61191,0.664593,51.6716,2.03023,0,1.16668,0,0.00390599,0.087899
161,22,5.75,2.97,0.365,-0.45,352.24,0.120931,0.0105355,0.08712,-2.3407,1.61191,0.664593,51.6716,2.03023,0,1.16668,0,0.00390599,0.120569
162,0,5.75,2.44,0.393,-0.21,22.44,0.0676268,0.0426164,0.63017,-2.40533,2.11182,1.23943,99.3511,2.83737,0,1.37117,0,0.0113965,0.0446836
162,1,5.75,2.44,0.393,-0.21,37.41,0.0573917,0.0366607,0.63878,-2.40533,2.11182,1.23943,99.3511,2.83737,0,1.37117,0,0.0113965,0.0430152
162,2,5.75,2.44,0.393,-0.21,52.39,0.056964,0.030858,0.54171,-2.40533,2.11182,1.23943,99.3511,2.83737,0,1.37117,0,0.0113965,0.040833
162,3,5.75,2.44,0.393,-0.21,307.61,0.0152795,0.00804222,0.52634,-2.40533,2.11182,1.23943,99.3511,2.83737,0,1.37117,0,0.0113965,0.040833
162,4,5.75,2.44,0.393,-0.21,322.59,0.0441686,0.0184214,0.41707,-2.40533,2.11182,1.23943,99.3511,2.83737,0,1.37117,0,0.0113965,0.0430152
162,5,5.75,2.44,0.393,-0.21,337.56,0.0614395,0.0217686,0.35431,-2.40533,2.11182,1.23943,99.3511,2.83737,0,1.37117,0,0.0113965,0.0446836
162,6,5.75,2.44,0.393,-0.21,352.52,0.0146563,0.00679643,0.46372,-2.40533,2.11182,1.23943,99.3511,2.83737,0,1.37117,0,0.0113965,0.0455917
163,0,5.75,2.48,0.4,-0.26,7.46,0.0341677,0.00638799,0.18696,-2.36816,1.9901,1.09254,79.3175,2.58278,0,1.29888,0,0.00980468,0.0455857
163,1,5.75,2.48,0.4,-0.26,22.38,0.0227436,0.0046836,0.20593,-2.36816,1.9901,1.09254,79.3175,2.58278,0,1.29888,0,0.00980468,0.0436622
163,2,5.75,2.48,0.4,-0.26,37.32,0.0300151,0.00626294,0.20866,-2.36816,1.9901,1.09254,79.3175,2.58278,0,1.29888,0,0.00980468,0.0403533
163,3,5.75,2.48,0.4,-0.26,52.29,0.0333725,0.00707696,0.21206,-2.36816,1.9901,1.09254,79.3175,2.58278,0,1.29888,0,0.00980468,0.0364203
163,4,5.75,2.48,0.4,-0.26,67.27,0.0187309,0.00766152,0.40903,-2.36816,1.9901,1.09254,79.3175,2.58278,0,1.29888,0,0.00980468,0.03252
163,5,5.75,2.48,0.4,-0.26,262.71,0.0211884,0.0107466,0.50719,-2.36816,1.9901,1.09254,79.3175,2.58278,0,1.29888,0,0.00980468,0.0261552
163,6,5.75,2.48,0.4,-0.26,277.73,0.0299582,0.0138838,0.46344,-2.36816,1.9901,1.09254,79.3175,2.58278,0,1.29888,0,0.00980468,0.0290437
163,7,5.75,2.48,0.4,-0.26,292.73,0.020195,0.00688145,0.34075,-2.36816,1.9901,1.09254,79.3175,2.58278,0,1.29888,0,0.00980468,0.03252
163,8,5.75,2.48,0.4,-0.26,307.71,0.0288499,0.00964249,0.33423,-2.36816,1.9901,1.09254,79.3175,2.58278,0,1.29888,0,0.00980468,0.0364203
163,9,5.75,2.48,0.4,-0.26,322.68,0.04052,0.011295,0.27875,-2.36816,1.9901,1.09254,79.3175,2.58278,0,1.29888,0,0.00980468,0.0403533
163,10,5.75,2.48,0.4,-0.26,337.62,0.0329657,0.00476914,0.14467,-2.36816,1.9901,1.09254,79.3175,2.58278,0,1.29888,0,0.00980468,0.0436622
163,11,5.75,2.48,0.4,-0.26,352.54,0.0442471,0.007149,0.16157,-2.36816,1.9901,1.09254,79.3175,2.58278,0,1.29888,0,0.00980468,0.0455857
164,0,5.75,2.48,0.399,-0.34,7.42,0.0477534,0.00981475,0.20553,-2.32412,1.81615,0.898797,61.2607,2.28592,0,1.21877,0,0.00848686,0.045843
164,1,5.75,2.48,0.399,-0.34,22.29,0.0337739,0.00783184,0.23189,-2.32412,1.81615,0.898797,61.2607,2.28592,0,1.21877,0,0.00848686,0.0422238
164,2,5.75,2.48,0.399,-0.34,37.21,0.0406144,0.00664492,0.16361,-2.32412,1.81615,0.898797,61.2607,2.28592,0,1.21877,0,0.00848686,0.0366529
164,3,5.75,2.48,0.399,-0.34,52.17,0.0299063,0.00460827,0.15409,-2.32412,1.81615,0.898797,61.2607,2.28592,0,1.21877,0,0.00848686,0.0309556
164,4,5.75,2.48,0.399,-0.34,67.16,0.0161916,0.00600206,0.37069,-2.32412,1.81615,0.898797,61.2607,2.28592,0,1.21877,0,0.00848686,0.0261186
164,5,5.75,2.48,0.399,-0.34,82.18,0.018717,0.00961435,0.51367,-2.32412,1.81615,0.898797,61.2607,2.28592,0,1.21877,0,0.00848686,0.0223776
164,6,5.75,2.48,0.399,-0.34,292.84,0.0143153,0.00459649,0.32109,-2.32412,1.81615,0.898797,61.2607,2.28592,0,1.21877,0,0.00848686,0.0261186
164,7,5.75,2.48,0.399,-0.34,307.83,0.0186617,0.0042196,0.22611,-2.32412,1.81615,0.898797,61.2607,2.28592,0,1.21877,0,0.00848686,0.0309556
164,8,5.75,2.48,0.399,-0.34,322.79,0.0324743,0.00478574,0.14737,-2.32412,1.81615,0.898797,61.2607,2.28592,0,1.21877,0,0.00848686,0.0366529
164,9,5.75,2.48,0.399,-0.34,337.71,0.0426101,0.00590278,0.13853,-2.32412,1.81615,0.898797,61.2607,2.28592,0,1.21877,0,0.00848686,0.0422238
164,10,5.75,2.48,0.399,-0.34,352.58,0.0410026,0.00493343,0.12032,-2.32412,1.81615,0.898797,61.2607,2.28592,0,1.21877,0,0.00848686,0.045843
165,0,5.75,2.48,0.399,-0.45,7.37,0.0422791,0.00569837,0.13478,-2.23122,1.61191,0.684863,46.2856,1.9392,0,1.11388,0,0.00710207,0.043208
165,1,5.75,2.48,0.399,-0.45,22.16,0.0466839,0.0107774,0.23086,-2.23122,1.61191,0.684863,46.2856,1.9392,0,1.11388,0,0.00710207,0.037485
165,2,5.75,2.48,0.399,-0.45,37.06,0.0356486,0.0110889,0.31106,-2.23122,1.61191,0.684863,46.2856,1.9392,0,1.11388,0,0.00710207,0.0299715
165,3,5.75,2.48,0.399,-0.45,52.04,0.0256064,0.00569462,0.22239,-2.23122,1.61191,0.684863,46.2856,1.9392,0,1.11388,0,0.00710207,0.0236034
165,4,5.75,2.48,0.399,-0.45,67.06,0.0259234,0.0051152,0.19732,-2.23122,1.61191,0.684863,46.2856,1.9392,0,1.11388,0,0.00710207,0.0190409
165,5,5.75,2.48,0.399,-0.45,292.94,0.0173176,0.00475628,0.27465,-2.23122,1.61191,0.684863,46.2856,1.9392,0,1.11388,0,0.00710207,0.0190409
165,6,5.75,2.48,0.399,-0.45,307.96,0.019561,0.0047989,0.24533,-2.23122,1.61191,0.684863,46.2856,1.9392,0,1.11388,0,0.00710207,0.0236034
165,7,5.75,2.48,0.399,-0.45,322.94,0.0278612,0.00462775,0.1661,-2.23122,1.61191,0.684863,46.2856,1.9392,0,1.11388,0,0.00710207,0.0299715
165,8,5.75,2.48,0.399,-0.45,337.84,0.0416474,0.00517469,0.12425,-2.23122,1.61191,0.684863,46.2856,1.9392,0,1.11388,0,0.00710207,0.037485
165,9,5.75,2.48,0.399,-0.45,352.63,0.0421912,0.00442459,0.10487,-2.23122,1.61191,0.684863,46.2856,1.9392,0,1.11388,0,0.00710207,0.043208
166,0,5.75,3.12,0.391,-0.21,7.48,0.0519603,0.0162646,0.31302,-2.41172,2.11182,1.24032,99.9835,2.84929,0,1.37641,0,0.00527107,0.0559184
166,1,5.75,3.12,0.391,-0.21,22.45,0.0215471,0.00808834,0.37538,-2.41172,2.11182,1.24032,99.9835,2.84929,0,1.37641,0,0.00527107,0.0547598
166,2,5.75,3.12,0.391,-0.21,37.42,0.0457576,0.0147445,0.32223,-2.41172,2.11182,1.24032,99.9835,2.84929,0,1.37641,0,0.00527107,0.0526304
166,3,5.75,3.12,0.391,-0.21,52.4,0.054039,0.0252308,0.4669,-2.41172,2.11182,1.24032,99.9835,2.84929,0,1.37641,0,0.00527107,0.0498412
166,4,5.75,3.12,0.391,-0.21,67.39,0.0788495,0.0268758,0.34085,-2.41172,2.11182,1.24032,99.9835,2.84929,0,1.37641,0,0.00527107,0.0467387
166,5,5.75,3.12,0.391,-0.21,82.39,0.0179775,0.00950074,0.52848,-2.41172,2.11182,1.24032,99.9835,2.84929,0,1.37641,0,0.00527107,0.0436302
166,6,5.75,3.12,0.391,-0.21,292.61,0.0753833,0.0310308,0.41164,-2.41172,2.11182,1.24032,99.9835,2.84929,0,1.37641,0,0.00527107,0.0467387
166,7,5.75,3.12,0.391,-0.21,307.6,0.0417391,0.0200452,0.48025,-2.41172,2.11182,1.24032,99.9835,2.84929,0,1.37641,0,0.00527107,0.0498412
166,8,5.75,3.12,0.391,-0.21,322.58,0.0555838,0.0187478,0.33729,-2.41172,2.11182,1.24032,99.9835,2.84929,0,1.37641,0,0.00527107,0.0526304
166,9,5.75,3.12,0.391,-0.21,337.55,0.0425929,0.0161261,0.37861,-2.41172,2.11182,1.24032,99.9835,2.84929,0,1.37641,0,0.00527107,0.0547598
166,10,5.75,3.12,0.391,-0.21,352.52,0.0855751,0.0490773,0.5735,-2.41172,2.11182,1.24032,99.9835,2.84929,0,1.37641,0,0.00527107,0.0559184
167,0,5.75,3.18,0.399,-0.26,7.46,0.0532335,0.00966349,0.18153,-2.37141,1.9901,1.09269,79.5659,2.58769,0,1.30122,0,0.00449259,0.0582871
167,1,5.75,3.18,0.399,-0.26,22.38,0.0531044,0.00880311,0.16577,-2.37141,1.9901,1.09269,79.5659,2.58769,0,1.30122,0,0.00449259,0.0553999
167,2,5.75,3.18,0.399,-0.26,37.33,0.0397279,0.00575895,0.14496,-2.37141,1.9901,1.09269,79.5659,2.58769,0,1.30122,0,0.00449259,0.0504875
167,3,5.75,3.18,0.399,-0.26,52.3,0.046462,0.00976632,0.2102,-2.37141,1.9901,1.09269,79.5659,2.58769,0,1.30122,0,0.00449259,0.0447418
167,4,5.75,3.18,0.399,-0.26,67.29,0.0467361,0.00830594,0.17772,-2.37141,1.9901,1.09269,79.5659,2.58769,0,1.30122,0,0.00449259,0.0391275
167,5,5.75,3.18,0.399,-0.26,82.29,0.0330879,0.00590289,0.1784,-2.37141,1.9901,1.09269,79.5659,2.58769,0,1.30122,0,0.00449259,0.0341916
167,6,5.75,3.18,0.399,-0.26,97.31,0.0227597,0.00557657,0.24502,-2.37141,1.9901,1.09269,79.5659,2.58769,0,1.30122,0,0.00449259,0.0301295
167,7,5.75,3.18,0.399,-0.26,232.63,0.0206343,0.0140902,0.68285,-2.37141,1.9901,1.09269,79.5659,2.58769,0,1.30122,0,0.00449259,0.0245604
167,8,5.75,3.18,0.399,-0.26,247.66,0.0290854,0.00880472,0.30272,-2.37141,1.9901,1.09269,79.5659,2.58769,0,1.30122,0,0.00449259,0.0269458
167,9,5.75,3.18,0.399,-0.26,262.69,0.0408525,0.0118166,0.28925,-2.37141,1.9901,1.09269,79.5659,2.58769,0,1.30122,0,0.00449259,0.0301295
167,10,5.75,3.18,0.399,-0.26,277.71,0.0266453,0.00688036,0.25822,-2.37141,1.9901,1.09269,79.5659,2.58769,0,1.30122,0,0.00449259,0.0341916
167,11,5.75,3.18,0.399,-0.26,292.71,0.0372642,0.008415,0.22582,-2.37141,1.9901,1.09269,79.5659,2.58769,0,1.30122,0,0.00449259,0.0391275
167,12,5.75,3.18,0.399,-0.26,307.7,0.0446562,0.0116164,0.26013,-2.37141,1.9901,1.09269,79.5659,2.58769,0,1.30122,0,0.00449259,0.0447418
167,13,5.75,3.18,0.399,-0.26,322.67,0.0529242,0.00816567,0.15429,-2.37141,1.9901,1.09269,79.5659,2.58769,0,1.30122,0,0.00449259,0.0504875
167,14,5.75,3.18,0.399,-0.26,337.62,0.0472961,0.00899431,0.19017,-2.37141,1.9901,1.09269,79.5659,2.58769,0,1.30122,0,0.00449259,0.0553999
167,15,5.75,3.18,0.399,-0.26,352.54,0.0652068,0.00869337,0.13332,-2.37141,1.9901,1.09269,79.5659,2.58769,0,1.30122,0,0.00449259,0.0582871
168,0,5.75,3.18,0.4,-0.34,7.46,0.0623097,0.00881247,0.14143,-2.32085,1.81615,0.899007,61.0693,2.28217,0,1.21679,0,0.00388168,0.0600102
168,1,5.75,3.18,0.4,-0.34,22.33,0.0600202,0.00817235,0.13616,-2.32085,1.81615,0.899007,61.0693,2.28217,0,1.21679,0,0.00388168,0.0540853
168,2,5.75,3.18,0.4,-0.34,37.19,0.0481995,0.00587214,0.12183,-2.32085,1.81615,0.899007,61.0693,2.28217,0,1.21679,0,0.00388168,0.045349
168,3,5.75,3.18,0.4,-0.34,52.17,0.0407153,0.00515334,0.12657,-2.32085,1.81615,0.899007,61.0693,2.28217,0,1.21679,0,0.00388168,0.0367431
168,4,5.75,3.18,0.4,-0.34,67.17,0.0279615,0.00524613,0.18762,-2.32085,1.81615,0.899007,61.0693,2.28217,0,1.21679,0,0.00388168,0.0297029
168,5,5.75,3.18,0.4,-0.34,82.2,0.0281543,0.00516265,0.18337,-2.32085,1.81615,0.899007,61.0693,2.28217,0,1.21679,0,0.00388168,0.0243981
168,6,5.75,3.18,0.4,-0.34,97.23,0.0252813,0.00595931,0.23572,-2.32085,1.81615,0.899007,61.0693,2.28217,0,1.21679,0,0.00388168,0.0205578
168,7,5.75,3.18,0.4,-0.34,112.27,0.0257586,0.00611638,0.23745,-2.32085,1.81615,0.899007,61.0693,2.28217,0,1.21679,0,0.00388168,0.0178319
168,8,5.75,3.18,0.4,-0.34,127.32,0.0227562,0.00937738,0.41208,-2.32085,1.81615,0.899007,61.0693,2.28217,0,1.21679,0,0.00388168,0.0159359
168,9,5.75,3.18,0.4,-0.34,157.43,0.0187163,0.0133258,0.71199,-2.32085,1.81615,0.899007,61.0693,2.28217,0,1.21679,0,0.00388168,0.0138865
168,10,5.75,3.18,0.4,-0.34,202.57,0.0110602,0.00708497,0.64058,-2.32085,1.81615,0.899007,61.0693,2.28217,0,1.21679,0,0.00388168,0.0138865
168,11,5.75,3.18,0.4,-0.34,217.63,0.0111745,0.00338364,0.3028,-2.32085,1.81615,0.899007,61.0693,2.28217,0,1.21679,0,0.00388168,0.0146662
168,12,5.75,3.18,0.4,-0.34,232.68,0.00837122,0.00458391,0.54758,-2.32085,1.81615,0.899007,61.0693,2.28217,0,1.21679,0,0.00388168,0.0159359
168,13,5.75,3.18,0.4,-0.34,247.73,0.017958,0.00436758,0.24321,-2.32085,1.81615,0.899007,61.0693,2.28217,0,1.21679,0,0.00388168,0.0178319
168,14,5.75,3.18,0.4,-0.34,262.77,0.0169648,0.00389851,0.2298,-2.32085,1.81615,0.899007,61.0693,2.28217,0,1.21679,0,0.00388168,0.0205578
168,15,5.75,3.18,0.4,-0.34,277.8,0.0225632,0.00421955,0.18701,-2.32085,1.81615,0.899007,61.0693,2.28217,0,1.21679,0,0.00388168,0.0243981
168,16,5.75,3.18,0.4,-0.34,292.83,0.0333813,0.00580133,0.17379,-2.32085,1.81615,0.899007,61.0693,2.28217,0,1.21679,0,0.00388168,0.0297029
168,17,5.75,3.18,0.4,-0.34,307.83,0.0381634,0.00724799,0.18992,-2.32085,1.81615,0.899007,61.0693,2.28217,0,1.21679,0,0.00388168,0.0367431
168,18,5.75,3.18,0.4,-0.34,322.81,0.045864,0.00555458,0.12111,-2.32085,1.81615,0.899007,61.0693,2.28217,0,1.21679,0,0.00388168,0.045349
168,19,5.75,3.18,0.4,-0.34,337.67,0.0431872,0.00460851,0.10671,-2.32085,1.81615,0.899007,61.0693,2.28217,0,1.21679,0,0.00388168,0.0540853
168,20,5.75,3.18,0.4,-0.34,352.54,0.0643491,0.00684996,0.10645,-2.32085,1.81615,0.899007,61.0693,2.28217,0,1.21679,0,0.00388168,0.0600102
169,0,5.75,3.18,0.4,-0.45,7.52,0.0506142,0.00577812,0.11416,-2.22808,1.61191,0.685424,46.141,1.93667,0,1.11234,0,0.00323994,0.0597057
169,1,5.75,3.18,0.4,-0.45,22.49,0.0500254,0.0061216,0.12237,-2.22808,1.61191,0.685424,46.141,1.93667,0,1.11234,0,0.00323994,0.0489025
169,2,5.75,3.18,0.4,-0.45,37.08,0.0300336,0.00319498,0.10638,-2.22808,1.61191,0.685424,46.141,1.93667,0,1.11234,0,0.00323994,0.0365167
169,3,5.75,3.18,0.4,-0.45,52.03,0.0203755,0.00284768,0.13976,-2.22808,1.61191,0.685424,46.141,1.93667,0,1.11234,0,0.00323994,0.0267308
169,4,5.75,3.18,0.4,-0.45,67.07,0.0187346,0.00363938,0.19426,-2.22808,1.61191,0.685424,46.141,1.93667,0,1.11234,0,0.00323994,0.0201257
169,5,5.75,3.18,0.4,-0.45,82.12,0.00696704,0.0016932,0.24303,-2.22808,1.61191,0.685424,46.141,1.93667,0,1.11234,0,0.00323994,0.0158351
169,6,5.75,3.18,0.4,-0.45,97.18,0.0111825,0.00249315,0.22295,-2.22808,1.61191,0.685424,46.141,1.93667,0,1.11234,0,0.00323994,0.0130386
169,7,5.75,3.18,0.4,-0.45,112.24,0.00670404,0.00179239,0.26736,-2.22808,1.61191,0.685424,46.141,1.93667,0,1.11234,0,0.00323994,0.0111987
169,8,5.75,3.18,0.4,-0.45,127.29,0.00995423,0.00236254,0.23734,-2.22808,1.61191,0.685424,46.141,1.93667,0,1.11234,0,0.00323994,0.00998652
169,9,5.75,3.18,0.4,-0.45,142.34,0.00962856,0.00454285,0.47181,-2.22808,1.61191,0.685424,46.141,1.93667,0,1.11234,0,0.00323994,0.00920384
169,10,5.75,3.18,0.4,-0.45,157.41,0.00464141,0.00252242,0.54346,-2.22808,1.61191,0.685424,46.141,1.93667,0,1.11234,0,0.00323994,0.00873417
169,11,5.75,3.18,0.4,-0.45,172.46,0.00742247,0.00376846,0.50771,-2.22808,1.61191,0.685424,46.141,1.93667,0,1.11234,0,0.00323994,0.0085141
169,12,5.75,3.18,0.4,-0.45,202.59,0.00621298,0.00324703,0.52262,-2.22808,1.61191,0.685424,46.141,1.93667,0,1.11234,0,0.00323994,0.00873417
169,13,5.75,3.18,0.4,-0.45,232.71,0.0130716,0.00622274,0.47605,-2.22808,1.61191,0.685424,46.141,1.93667,0,1.11234,0,0.00323994,0.00998652
169,14,5.75,3.18,0.4,-0.45,247.76,0.0111859,0.00318328,0.28458,-2.22808,1.61191,0.685424,46.141,1.93667,0,1.11234,0,0.00323994,0.0111987
169,15,5.75,3.18,0.4,-0.45,262.82,0.01362,0.00261668,0.19212,-2.22808,1.61191,0.685424,46.141,1.93667,0,1.11234,0,0.00323994,0.0130386
169,16,5.75,3.18,0.4,-0.45,277.88,0.0136802,0.00374564,0.2738,-2.22808,1.61191,0.685424,46.141,1.93667,0,1.11234,0,0.00323994,0.0158351
169,17,5.75,3.18,0.4,-0.45,292.93,0.0170068,0.00292534,0.17201,-2.22808,1.61191,0.685424,46.141,1.93667,0,1.11234,0,0.00323994,0.0201257
169,18,5.75,3.18,0.4,-0.45,307.97,0.0301509,0.00433088,0.14364,-2.22808,1.61191,0.685424,46.141,1.93667,0,1.11234,0,0.00323994,0.0267308
169,19,5.75,3.18,0.4,-0.45,322.92,0.0390065,0.00442997,0.11357,-2.22808,1.61191,0.685424,46.141,1.93667,0,1.11234,0,0.00323994,0.0365167
169,20,5.75,3.18,0.4,-0.45,337.51,0.0568204,0.00717585,0.12629,-2.22808,1.61191,0.685424,46.141,1.93667,0,1.11234,0,0.00323994,0.0489025
169,21,5.75,3.18,0.4,-0.45,352.48,0.0698193,0.00623417,0.08929,-2.22808,1.61191,0.685424,46.141,1.93667,0,1.11234,0,0.00323994,0.0597057
170,0,5.75,2.81,0.433,-0.27,7.48,0.0316288,0.0139237,0.44022,-2.25881,1.96702,1.06251,69.1982,2.39427,0,1.21474,0,0.00646219,0.0260356
170,1,5.75,2.81,0.433,-0.27,22.44,0.0201787,0.00948498,0.47005,-2.25881,1.96702,1.06251,69.1982,2.39427,0,1.21474,0,0.00646219,0.0255099
170,2,5.75,2.81,0.433,-0.27,37.41,0.0246887,0.0110736,0.44853,-2.25881,1.96702,1.06251,69.1982,2.39427,0,1.21474,0,0.00646219,0.0245487
170,3,5.75,2.81,0.433,-0.27,67.37,0.0425816,0.0367798,0.86375,-2.25881,1.96702,1.06251,69.1982,2.39427,0,1.21474,0,0.00646219,0.0219279
170,4,5.75,2.81,0.433,-0.27,82.38,0.035003,0.0261336,0.74661,-2.25881,1.96702,1.06251,69.1982,2.39427,0,1.21474,0,0.00646219,0.0205674
170,5,5.75,2.81,0.433,-0.27,307.61,0.012945,0.0061464,0.47481,-2.25881,1.96702,1.06251,69.1982,2.39427,0,1.21474,0,0.00646219,0.0233004
170,6,5.75,2.81,0.433,-0.27,322.59,0.0145143,0.00810448,0.55838,-2.25881,1.96702,1.06251,69.1982,2.39427,0,1.21474,0,0.00646219,0.0245487
170,7,5.75,2.81,0.433,-0.27,337.56,0.023302,0.00922128,0.39573,-2.25881,1.96702,1.06251,69.1982,2.39427,0,1.21474,0,0.00646219,0.0255099
170,8,5.75,2.81,0.433,-0.27,352.52,0.0148464,0.00847894,0.57111,-2.25881,1.96702,1.06251,69.1982,2.39427,0,1.21474,0,0.00646219,0.0260356
171,0,5.75,2.96,0.449,-0.34,7.46,0.0167273,0.00261598,0.15639,-2.16619,1.81615,0.907682,52.7386,2.11154,0,1.12274,0,0.00487662,0.0222572
171,1,5.75,2.96,0.449,-0.34,22.38,0.0234714,0.00430959,0.18361,-2.16619,1.81615,0.907682,52.7386,2.11154,0,1.12274,0,0.00487662,0.0213676
171,2,5.75,2.96,0.449,-0.34,37.33,0.022869,0.00738739,0.32303,-2.16619,1.81615,0.907682,52.7386,2.11154,0,1.12274,0,0.00487662,0.0198351
171,3,5.75,2.96,0.449,-0.34,52.3,0.0171667,0.00394011,0.22952,-2.16619,1.81615,0.907682,52.7386,2.11154,0,1.12274,0,0.00487662,0.018013
